	Age	Current Position	Name	Price	Shares Traded	Since	symbol
8	44.0	Senior Vice President, Chief Medical Officer	Brian Caveney			2017.0	LH.N
9	74.0	Lead Independent Director	Robert Mittelstaedt			2009.0	LH.N
10	61.0	Independent Director	Kerrii Anderson			2006.0	LH.N
11	69.0	Independent Director	Jean-Luc Belingard			1995.0	LH.N
12	63.0	Independent Director	D. Gary Gilliland			2014.0	LH.N
13	42.0	Independent Director	Garheng Kong			2013.0	LH.N
14	62.0	Independent Director	Peter Neupert			2013.0	LH.N
15	50.0	Independent Director	Richelle Parham			2016.0	LH.N
16	53.0	Independent Director	Adam Schechter			2013.0	LH.N
17	69.0	Independent Director	R. Sanders Williams			2007.0	LH.N
18		Vice President - Investor Relations	Scott Frommer			2016.0	LH.N
0	64.0	Chairman of the Board	Stephen Newberry			2012.0	LRCX.OQ
1	50.0	President, Chief Operating Officer	Timothy Archer			2018.0	LRCX.OQ
2	51.0	Chief Executive Officer, Director	Martin Anstice			2018.0	LRCX.OQ
3	50.0	Chief Financial Officer, Executive Vice President, Chief Accounting Officer	Douglas Bettinger			2013.0	LRCX.OQ
4	65.0	Executive Vice President, Corporate Chief Technology Officer	Richard Gottscho			2017.0	LRCX.OQ
5	67.0	Senior Vice President, Chief Legal Officer, Secretary	Sarah O'Dowd			2013.0	LRCX.OQ
6	51.0	Group Vice President, General manager of Customer Support Business Group	Patrick Lord			2016.0	LRCX.OQ
7	51.0	Group Vice President of the Etch Business Unit	Vahid Vahedi			2012.0	LRCX.OQ
8	42.0	Group Vice President of the Deposition Business Unit	Sesha Varadarajan			2013.0	LRCX.OQ
9	54.0	Lead Independent Director	Abhijit Talwalkar			2015.0	LRCX.OQ
10	55.0	Independent Director	Eric Brandt			2010.0	LRCX.OQ
11	64.0	Independent Director	Michael Cannon			2011.0	LRCX.OQ
12	72.0	Independent Director	Youssef El-Mansy			2012.0	LRCX.OQ
13	51.0	Independent Director	Christine Heckart			2011.0	LRCX.OQ
14	61.0	Independent Director	Catherine Lego			2006.0	LRCX.OQ
15	67.0	Independent Director	Lih-Shyng Tsai			2016.0	LRCX.OQ
0	66.0	Independent Chairman of the Board, Lead Director	William Jurgensen			2017.0	LW.N
1	52.0	President, Chief Executive Officer, Director	Thomas Werner			2016.0	LW.N
2	58.0	Chief Financial Officer, Senior Vice President	Robert McNutt			2017.0	LW.N
3	52.0	Chief Human Resource Officer, Senior Vice President	Micheline Carter			2016.0	LW.N
4	49.0	Senior Vice President, General Counsel, Corporate Secretary	Eryk Spytek			2016.0	LW.N
5	50.0	Senior Vice President, General Manager - Foodservice and Retail Business Units	Rodney Hepponstall			2016.0	LW.N
6	52.0	Senior Vice President, General Manager - Global Business Unit	Sharon Miller			2016.0	LW.N
7	61.0	Senior Vice President and Chief Supply Chain Officer	Richard Martin			2016.0	LW.N
8	41.0	Senior Vice President and General Manager, Foodservice and Retail Business Units and Marketing and Innovation	Michael Smith			2017.0	LW.N
9	56.0	Independent Director	Peter Bensen			2017.0	LW.N
10	67.0	Independent Director	Charles Blixt			2016.0	LW.N
11	57.0	Independent Director	Andre Hawaux			2016.0	LW.N
12	67.0	Independent Director	Thomas Maurer			2016.0	LW.N
13	62.0	Independent Director	Hala Moddelmog			2017.0	LW.N
14	73.0	Independent Director	Andrew Schindler			2016.0	LW.N
15	59.0	Independent Director	Maria Sharpe			2016.0	LW.N
16		IR Contact Officer	Dexter Congbalay			2017.0	LW.N
0	79.0	Independent Chairman of the Board	Robert Enloe			2016.0	LEG.N
1	59.0	President, Chief Executive Officer, Director	Karl Glassman			2016.0	LEG.N
2	56.0	Chief Financial Officer, Executive Vice President, Director	Matthew Flanigan			2013.0	LEG.N
3	58.0	Executive Vice President, President – Residential Products & Industrial Products	Perry Davis			2017.0	LEG.N
4	52.0	Executive Vice President, President – Specialized Products & Furniture Products	Jack Dolloff			2017.0	LEG.N
5	58.0	Senior Vice President, General Counsel, Secretary	Scott Douglas			2016.0	LEG.N
6	59.0	Senior Vice President - Strategy & Investor Relations	David DeSonier			2011.0	LEG.N
7	48.0	Senior Vice President - Corporate Development	Russell Iorio			2016.0	LEG.N
8	51.0	Chief Accounting Officer, Vice President	Tammy Trent			2015.0	LEG.N
9	60.0	Independent Director	Robert Brunner			2009.0	LEG.N
10	71.0	Independent Director	Robert Culp			2013.0	LEG.N
11	72.0	Independent Director	Manuel Fernandez			2014.0	LEG.N
12	65.0	Independent Director	Joseph McClanathan			2005.0	LEG.N
13	65.0	Independent Director	Judy Odom			2002.0	LEG.N
14	54.0	Independent Director	Srikanth Padmanabhan			2018.0	LEG.N
15	64.0	Independent Director	Phoebe Wood			2005.0	LEG.N
0	60.0	Executive Chairman of the Board	Stuart Miller			2018.0	LEN.N
1	58.0	President, Chief Operating Officer, Director	Jonathan Jaffe			2018.0	LEN.N
2	59.0	Chief Executive Officer, Director	Richard Beckwitt			2018.0	LEN.N
3	57.0	Chief Financial Officer, Treasurer	Diane Bessette			2018.0	LEN.N
4	59.0	Chief Executive Officer of Lennar Financial Services, Director	Bruce Gross			2018.0	LEN.N
5	56.0	General Counsel, Secretary	Mark Sustana			2005.0	LEN.N
6	48.0	Controller	David Collins			2008.0	LEN.N
7	80.0	Lead Independent Director	Sidney Lapidus			2005.0	LEN.N
8	60.0	Director	Scott Stowell			2018.0	LEN.N
9	85.0	Independent Director	Irving Bolotin			1998.0	LEN.N
10	72.0	Independent Director	Steven Gerard			2000.0	LEN.N
11	53.0	Independent Director	Theron Gilliam			2010.0	LEN.N
12	75.0	Independent Director	Sherrill Hudson			2008.0	LEN.N
13	54.0	Independent Director	Teri McClure			2013.0	LEN.N
14	68.0	Independent Director	Armando Olivera			2015.0	LEN.N
15	63.0	Independent Director	Jeffrey Sonnenfeld			2005.0	LEN.N
16		Investor Relations	Allison Bober			2017.0	LEN.N
0	69.0	Chairman of the Board	Wolfgang Reitzle			2018.0	LIN.N
1	63.0	Chief Executive Officer, Director	Stephen Angel			2018.0	LIN.N
2	46.0	Chief Financial Officer	Matthew White			2018.0	LIN.N
3	49.0	Chief Accounting Officer	Kelcey Hoyt			2018.0	LIN.N
4	48.0	Head - Engineering	Christian Bruch			2018.0	LIN.N
5	53.0	Head - Americas Gases	Bernd Eulitz			2018.0	LIN.N
6	54.0	Head - APAC Gases	Sanjiv Lamba			2018.0	LIN.N
7	55.0	Head - EMEA Gases	Eduardo Menezes			2018.0	LIN.N
8	54.0	Head - Global Functions	Anne Roby			2018.0	LIN.N
9	52.0	Non-Executive Director	Ann-Kristin Achleitner			2018.0	LIN.N
10	70.0	Non-Executive Director	Clemens Boersig			2018.0	LIN.N
11	70.0	Non-Executive Director	Nance Dicciani			2018.0	LIN.N
12		Non-Executive Director	Thomas Enders			2018.0	LIN.N
13	69.0	Non-Executive Director	Franz Fehrenbach			2018.0	LIN.N
14	67.0	Non-Executive Director	Edward Galante			2018.0	LIN.N
15	70.0	Non-Executive Director	Larry McVay			2018.0	LIN.N
16	50.0	Non-Executive Director	Victoria Ossadnik			2018.0	LIN.N
17	65.0	Non-Executive Director	Martin Richenhagen			2018.0	LIN.N
18	63.0	Non-Executive Director	Robert Wood			2018.0	LIN.N
0	74.0	Independent Non-Executive Chairman of the Board	William Cunningham			2009.0	LNC.N
1	68.0	President, Chief Executive Officer, Director	Dennis Glass			2007.0	LNC.N
2	55.0	Chief Financial Officer, Executive Vice President and Head of Individual Life	Randal Freitag			2017.0	LNC.N
3	47.0	President, Annuity Solutions	Wilford Fuller			2015.0	LNC.N
4	52.0	Chief Human Resource Officer, Executive Vice President	Lisa Buckingham			2011.0	LNC.N
5	53.0	Executive Vice President, Chief Investment Officer	Ellen Cooper			2012.0	LNC.N
6	57.0	Executive Vice President, Chief Information Officer, Head of Administrative Services	Kenneth Solon			2016.0	LNC.N
7	46.0	Executive Vice President, General Counsel	Kirkland Hicks			2015.0	LNC.N
8		Senior Vice President, Head of Administrative Services and Strategic Support	Lucy Gase			2018.0	LNC.N
9	57.0	Independent Director	Deirdre Connelly			2016.0	LNC.N
10	69.0	Independent Director	George Henderson			2006.0	LNC.N
11	67.0	Independent Director	Eric Johnson			1998.0	LNC.N
12	63.0	Independent Director	Gary Kelly			2009.0	LNC.N
13	75.0	Independent Director	M. Lachman			1985.0	LNC.N
14	75.0	Independent Director	Michael Mee			2001.0	LNC.N
15	72.0	Independent Director	Patrick Pittard			2006.0	LNC.N
16	73.0	Independent Director	Isaiah Tidwell			2006.0	LNC.N
17	55.0	Independent Director	Lynn Utter			2017.0	LNC.N
0	66.0	Executive Chairman of the Board	Joseph Holsten			2017.0	LKQ.OQ
1	59.0	President, Chief Executive Officer, Director	Dominick Zarcone			2017.0	LKQ.OQ
2	46.0	Chief Financial Officer, Executive Vice President	Varun Laroyia			2017.0	LKQ.OQ
3	60.0	Chief Executive Officer and Managing Director - LKQ Europe	John Quinn			2015.0	LKQ.OQ
4	54.0	Senior Vice President, Chief Information Officer	Ashley Brooks			2016.0	LKQ.OQ
5	55.0	Senior Vice President, General Counsel, Corporate Secretary	Victor Casini			2012.0	LKQ.OQ
6	51.0	Senior Vice President - Development, Associate General Counsel, Assistant Secretary	Walter Hanley			2015.0	LKQ.OQ
7	40.0	Senior Vice President - Human Resources	Matthew McKay			2016.0	LKQ.OQ
8	41.0	Senior Vice President - Operations and Wholesale Parts Division	Justin Jude			2015.0	LKQ.OQ
9	43.0	Vice President - Finance and Controller	Michael Clark			2011.0	LKQ.OQ
10	74.0	Lead Independent Director	A. Clinton Allen			2011.0	LKQ.OQ
11	59.0	Director	Sukhpal Ahluwalia			2014.0	LKQ.OQ
12		Director	Meg Divitto			2018.0	LKQ.OQ
13	63.0	Director	John Mendel			2018.0	LKQ.OQ
14	60.0	Director	Jody Miller			2018.0	LKQ.OQ
15	64.0	Independent Director	Robert Hanser			2015.0	LKQ.OQ
16	61.0	Independent Director	Blythe McGarvie			2012.0	LKQ.OQ
17	74.0	Independent Director	John O'Brien			2003.0	LKQ.OQ
18	47.0	Independent Director	Guhan Subramanian			2013.0	LKQ.OQ
19	60.0	Independent Director	William Webster			2003.0	LKQ.OQ
20		Vice President - Investor Relations	Joseph Boutross			2017.0	LKQ.OQ
0	64.0	Chairman of the Board, President, Chief Executive Officer	Marillyn Hewson			2014.0	LMT.N
1	59.0	Executive Vice President, Chief Financial Officer	Bruce Tanner			2007.0	LMT.N
2	59.0	Executive Vice President - Space Systems Business	Richard Ambrose			2013.0	LMT.N
3	61.0	Executive Vice President - Rotary and Mission Systems	Dale Bennett			2012.0	LMT.N
4	61.0	Executive Vice President, Lockheed Martin International	Richard Edwards			2018.0	LMT.N
5	53.0	Executive Vice President - Aeronautics business	Michele Evans			2018.0	LMT.N
6	53.0	Deputy Executive Vice President - Rotary and Mission Systems	Stephanie Hill			2018.0	LMT.N
7	51.0	Executive Vice President - Missiles and Fire Control	Frank St. John			2018.0	LMT.N
8	58.0	Senior Vice President, General Counsel, Corporate Secretary	Maryanne Lavan			2010.0	LMT.N
9	43.0	Senior Vice President - Corporate Strategy and Business Development	Robert Mullins			2018.0	LMT.N
10	57.0	Chief Accounting Officer, Vice President, Controller	Brian Colan			2014.0	LMT.N
11		Vice President, General Manager	Jeff Babione			2018.0	LMT.N
12	60.0	Vice President, Treasurer	John Mollard			2016.0	LMT.N
13	74.0	Lead Independent Director	Nolan Archibald			2015.0	LMT.N
14	69.0	Independent Director	Daniel Akerson			2014.0	LMT.N
15	62.0	Independent Director	David Burritt			2008.0	LMT.N
16	68.0	Independent Director	Bruce Carlson			2015.0	LMT.N
17	70.0	Independent Director	James Ellis			2004.0	LMT.N
18	60.0	Independent Director	Thomas Falk			2010.0	LMT.N
19	64.0	Independent Director	Ilene Gordon			2016.0	LMT.N
20	58.0	Independent Director	Vicki Hollub			2018.0	LMT.N
21	60.0	Independent Director	Jeh Johnson			2018.0	LMT.N
22	74.0	Independent Director	Joseph Ralston			2003.0	LMT.N
23	57.0	Independent Director	James Taiclet			2018.0	LMT.N
24		Vice President, IR Contact Officer	Greg Gardner			2016.0	LMT.N
0	68.0	Co-Chairman of the Board , Office of the President	Andrew Tisch			2006.0	L.N
1	64.0	Co-Chairman of the Board, Office of the President	Jonathan Tisch			2006.0	L.N
2	65.0	President, Chief Executive Officer, Office of the President , Director	James Tisch			1999.0	L.N
3	58.0	Senior Vice President and Chief Financial Officer	David Edelson			2014.0	L.N
4	64.0	Senior Vice President and Chief Investment Officer	Richard Scott			2009.0	L.N
5	55.0	Senior Vice President, General Counsel, Secretary	Marc Alpert			2016.0	L.N
6	61.0	Senior Vice President	Kenneth Siegel			2009.0	L.N
7	64.0	Lead Independent Director	Paul Fribourg				L.N
8	66.0	Independent Director	Lawrence Bacow			2011.0	L.N
9	65.0	Independent Director	Ann Berman			2006.0	L.N
10	79.0	Independent Director	Joseph Bower			2001.0	L.N
11	68.0	Independent Director	Charles Davidson			2015.0	L.N
12	83.0	Independent Director	Charles Diker			2003.0	L.N
13	75.0	Independent Director	Jacob Frenkel			2009.0	L.N
14	66.0	Independent Director	Walter Harris			2004.0	L.N
15	77.0	Independent Director	Philip Laskawy			2003.0	L.N
16	75.0	Independent Director	Kenneth Miller			2008.0	L.N
17	64.0	Independent Director	Susan Peters				L.N
18	62.0	Independent Director	Anthony Welters			2013.0	L.N
0	64.0	Chairman of the Board	Richard Dreiling			2018.0	LOW.N
1	53.0	President, Chief Executive Officer, Director	Marvin Ellison			2018.0	LOW.N
2	43.0	Chief Financial Officer, Executive Vice President	David Denton			2018.0	LOW.N
3	50.0	Chief Human Resource Officer	Jennifer Weber			2016.0	LOW.N
4	59.0	Executive Vice President - Supply Chain	Donald Frieson			2018.0	LOW.N
5	48.0	Executive Vice President - Stores	Joseph Mcfarland			2018.0	LOW.N
6	50.0	Senior Vice President, Chief Accounting Officer	Matthew Hollifield			2005.0	LOW.N
7		Chief Information Officer	Seemantini Godbole			2018.0	LOW.N
8	59.0	Chief Legal Officer, Secretary and Chief Compliance Officer	Ross McCanless			2016.0	LOW.N
9	47.0	Chief Customer Officer	Michael McDermott			2016.0	LOW.N
10	51.0	Corporate Administration Executive	N. Brian Peace			2012.0	LOW.N
11	69.0	Lead Independent Director	Marshall Larsen			2015.0	LOW.N
12	62.0	Independent Director	Ralph Alvarez			2010.0	LOW.N
13	68.0	Independent Director	David Batchelder			2018.0	LOW.N
14	56.0	Independent Director	Angela Braly			2013.0	LOW.N
15	59.0	Independent Director	Sandra Cochran			2016.0	LOW.N
16	55.0	Independent Director	Laurie Douglas			2015.0	LOW.N
17	70.0	Independent Director	James Morgan			2015.0	LOW.N
18	62.0	Independent Director	Brian Rogers			2018.0	LOW.N
19	66.0	Independent Director	Bertram Scott			2015.0	LOW.N
20	48.0	Independent Director	Lisa Wardell			2018.0	LOW.N
21	62.0	Independent Director	Eric Wiseman			2011.0	LOW.N
22		Senior Vice President, Corporate Finance and Treasurer	Tiffany Mason			2017.0	LOW.N
0	63.0	Independent Chairman of the Supervisory Board	Jacques Aigrain			2018.0	LYB.N
1	51.0	Chairman of the Management Board, Chief Executive Officer, Director	Bhavesh Patel			2015.0	LYB.N
2	56.0	Chief Financial Officer, Executive Vice President, Member of the Management Board	Thomas Aebischer			2016.0	LYB.N
3	53.0	Chief Human Resource Officer, Executive Vice President	Darleen Caron			2017.0	LYB.N
4	49.0	Executive Vice President, Chief Legal Officer, Member of the Management Board	Jeffrey Kaplan			2015.0	LYB.N
5	61.0	Executive Vice President - Global Manufacturing, Projects, Refining and Technology, Member of the Management Board	Daniel Coombs			2017.0	LYB.N
6	47.0	Executive Vice President, Advanced Polymer Solutions & Global Supply Chain, Member of the Management Board	James Guilfoyle			2018.0	LYB.N
7	57.0	Senior Vice President, Olefins & Polyolefins, Americas	Paul Augustowski			2016.0	LYB.N
8	60.0	Senior Vice President - Research and Development	Massimo Covezzi			2008.0	LYB.N
9	56.0	Senior Vice President, Strategic Planning and Transactions	Stephen Doktycz			2017.0	LYB.N
10		Senior Vice President - Europe, Asia & International Manufacturing	Jean Gadbois			2015.0	LYB.N
11	55.0	Senior Vice President - Olefins & Polyolefins, Europe, Asia & International	Richard Roudeix			2017.0	LYB.N
12	52.0	Senior Vice President, Americas Manufacturing	Michael VanDerSnick			2016.0	LYB.N
13	49.0	Chief Accounting Officer, Principal Accounting Officer	Jacinth Smiley			2018.0	LYB.N
14	54.0	Vice President - Health, Safety, Environment and Security	Dale Friedrichs			2017.0	LYB.N
15	55.0	Independent Member of the Supervisory Board	Lincoln Benet			2015.0	LYB.N
16	69.0	Independent Member of the Supervisory Board	Jagjeet Bindra			2011.0	LYB.N
17	65.0	Independent Member of the Supervisory Board	Robin Buchanan			2011.0	LYB.N
18	70.0	Independent Member of the Supervisory Board	Stephen Cooper			2010.0	LYB.N
19	70.0	Independent Member of the Supervisory Board	Nance Dicciani			2013.0	LYB.N
20	59.0	Independent Member of the Supervisory Board	Claire Farley			2014.0	LYB.N
21	57.0	Independent Member of the Supervisory Board	Isabella Goren			2014.0	LYB.N
22	73.0	Independent Member of the Supervisory Board	Bruce Smith			2010.0	LYB.N
23	73.0	Independent Member of the Supervisory Board	Rudolf van der Meer			2010.0	LYB.N
24		Independent Director	Robert Gwin			2018.0	LYB.N
25		Investor Relations Contact Officer	David Kinney			2016.0	LYB.N
0	53.0	Chairman of the Board, Chief Executive Officer	Rene Jones			2017.0	MTB.N
1	57.0	President, Chief Operating Officer, Director	Richard Gold			2017.0	MTB.N
2	77.0	Independent Vice Chairman of the Board, Lead Independent Director	Robert Brady			2015.0	MTB.N
3	48.0	Chief Financial Officer, Executive Vice President	Darren King			2016.0	MTB.N
4	56.0	Executive Vice President, Chief Information Officer	Michele Trolli			2005.0	MTB.N
5	52.0	Executive Vice President, Treasurer	D. Scott Warman			2009.0	MTB.N
6	53.0	Executive Vice President and Head of Consumer Banking, Business Banking and Marketing	Christopher Kay			2018.0	MTB.N
7	56.0	Executive Vice President, Director	Kevin Pearson			2018.0	MTB.N
8	62.0	Executive Vice President, Chief Credit Officer	Robert Bojdak			2004.0	MTB.N
9	54.0	Executive Vice President	Janet Coletti			2015.0	MTB.N
10	60.0	Executive Vice President	William Farrell			2011.0	MTB.N
11	65.0	Executive Vice President	Brian Hickey			1997.0	MTB.N
12	52.0	Executive Vice President	Gino Martocci			2014.0	MTB.N
13	62.0	Executive Vice President	Doris Meister			2016.0	MTB.N
14	56.0	Executive Vice President	Michael Todaro			2015.0	MTB.N
15	72.0	Director	Robert Sadler			2010.0	MTB.N
16	79.0	Independent Director	Brent Baird			1983.0	MTB.N
17	77.0	Independent Director	C. Angela Bontempo			1991.0	MTB.N
18	75.0	Independent Director	T. Jefferson Cunningham			2001.0	MTB.N
19	69.0	Independent Director	Gary Geisel			2009.0	MTB.N
20	70.0	Independent Director	Richard Grossi			2015.0	MTB.N
21	84.0	Independent Director	John Hawke			2012.0	MTB.N
22	60.0	Independent Director	Richard Ledgett			2017.0	MTB.N
23	78.0	Independent Director	Newton Merrill			2015.0	MTB.N
24	60.0	Independent Director	Melinda Rich			2009.0	MTB.N
25	64.0	Independent Director	Denis Salamone			2015.0	MTB.N
26	54.0	Independent Director	John Scannell			2017.0	MTB.N
27	57.0	Independent Director	David Scharfstein			2017.0	MTB.N
28	67.0	Independent Director	Herbert Washington			1996.0	MTB.N
29		Administrative Vice President, Assistant Secretary and Director of Investor Relations	Donald MacLeod				MTB.N
0	53.0	Independent Non-Executive Chairman of the Board	Steven Hash			2018.0	MAC.N
1	63.0	President, Director	Edward Coppola			2008.0	MAC.N
2	65.0	Chief Executive Officer	Arthur Coppola			2018.0	MAC.N
3	62.0	Chief Financial Officer, Senior Executive Vice President, Treasurer	Thomas O'Hern			2008.0	MAC.N
4	55.0	Executive Vice President, Chief Legal Officer and Secretary	Ann Menard			2018.0	MAC.N
5	47.0	Independent Director	Peggy Alford			2018.0	MAC.N
6	70.0	Independent Director	John Alschuler			2015.0	MAC.N
7	63.0	Independent Director	Diana Laing			2003.0	MAC.N
8	69.0	Independent Director	Steven Soboroff			2014.0	MAC.N
9	54.0	Independent Director	Andrea Stephen			2013.0	MAC.N
0	55.0	Chairman of the Board, Chief Executive Officer	Jeffrey Gennette			2018.0	M.N
1		President	Harry Lawton			2017.0	M.N
2	56.0	Chief Financial Officer	Paula Price			2018.0	M.N
3	53.0	Chief Omnichannel and Operations Officer	Robert Harrison			2017.0	M.N
4		Chief Human Resource Officer	Danielle Kirgan			2017.0	M.N
5		Executive Vice President, Chief Technology Officer	Yasir Anwar			2017.0	M.N
6	52.0	Executive Vice President, Controller, Enterprise Risk	Felicia Williams			2016.0	M.N
7	51.0	Chief Marketing Officer	Richard Lennox			2016.0	M.N
8	47.0	Chief Merchandising Officer	Timothy Baxter			2015.0	M.N
9	58.0	Chief Merchandising Officer	Jeffrey Kantor			2017.0	M.N
10	53.0	Chief Private Brands Officer	Molly Langenstein			2015.0	M.N
11	44.0	Chief Strategy, Analytics and Innovation Officer	Justin MacFarlane			2016.0	M.N
12	61.0	Chief Merchandise Planning Officer	Patti Ongman			2015.0	M.N
13		Chief Product and Digital Revenue Officer	Jill Ramsey			2018.0	M.N
14	59.0	Chief Legal Officer and Secretary	Elisa Garcia			2016.0	M.N
15	70.0	Lead Independent Director	Marna Whittington			2016.0	M.N
16	62.0	Director	David Abney			2018.0	M.N
17	68.0	Independent Director	Francis Blake			2015.0	M.N
18	52.0	Independent Director	John Bryant			2015.0	M.N
19	57.0	Independent Director	Deirdre Connelly			2008.0	M.N
20	45.0	Independent Director	Leslie Hale			2015.0	M.N
21	41.0	Independent Director	William Lenehan			2016.0	M.N
22	67.0	Independent Director	Sara Levinson			1997.0	M.N
23	71.0	Independent Director	Joyce Roche			2006.0	M.N
24		Independent Director	Paul Varga			2012.0	M.N
0	65.0	Non-Executive Independent Chairman of the Board	Dennis Reilley			2014.0	MRO.N
1	56.0	President, Chief Executive Officer, Director	Lee Tillman			2013.0	MRO.N
2	56.0	Chief Financial Officer, Executive Vice President	Dane Whitehead			2017.0	MRO.N
3	54.0	Executive Vice President - Operations	T. Mitch Little			2016.0	MRO.N
4	53.0	Executive Vice President-Corporate Development and Strategy	Patrick Wagner			2017.0	MRO.N
5	50.0	Senior Vice President, General Counsel, Secretary	Reginald Hedgebeth			2017.0	MRO.N
6	56.0	Chief Accounting Officer, Vice President, Controller	Gary Wilson			2014.0	MRO.N
7	63.0	Independent Director	Gregory Boyce			2008.0	MRO.N
8	65.0	Independent Director	Chadwick Deaton			2015.0	MRO.N
9	63.0	Independent Director	Marcela Donadio			2015.0	MRO.N
10	58.0	Independent Director	Douglas Foshee			2018.0	MRO.N
11	58.0	Independent Director	Elise Hyland			2018.0	MRO.N
12		Vice President - Investor Relations	Zach Dailey			2017.0	MRO.N
0	86.0	Executive Chairman of the Board	John Marriott			2012.0	MAR.OQ
1	59.0	President, Chief Executive Officer, Director	Arne Sorenson			2012.0	MAR.OQ
2	57.0	Chief Financial Officer, Executive Vice President	Kathleen Oberg			2016.0	MAR.OQ
3	60.0	Group President	David Grissen			2014.0	MAR.OQ
4	65.0	President and Managing Director - Middle East and Africa	Alex Kyriakidis			2012.0	MAR.OQ
5	56.0	President and Managing Director, Europe	Amy McPherson			2009.0	MAR.OQ
6	55.0	President and Managing Director - Asia Pacific	Craig Smith			2015.0	MAR.OQ
7	59.0	Global Chief Human Resource Officer, Executive Vice President	David Rodriguez			2006.0	MAR.OQ
8	49.0	Executive Vice President, Global Chief Marketing Officer and Chief Commercial Officer	Stephanie Linnartz			2013.0	MAR.OQ
9	58.0	Executive Vice President, General Counsel	Rena Reiss			2017.0	MAR.OQ
10	52.0	Executive Vice President, Global Chief Development Officer	Anthony Capuano			2012.0	MAR.OQ
11	41.0	Chief Accounting Officer, Controller	Val Bauduin			2014.0	MAR.OQ
12	59.0	Lead Independent Director	Lawrence Kellner			2015.0	MAR.OQ
13	61.0	Director	Deborah Harrison			2014.0	MAR.OQ
14	70.0	Independent Director	Mary Bush			2008.0	MAR.OQ
15	66.0	Independent Director	Bruce Duncan			2016.0	MAR.OQ
16	59.0	Independent Director	Frederick Henderson			2013.0	MAR.OQ
17	66.0	Independent Director	Eric Hippeau			2016.0	MAR.OQ
18	63.0	Independent Director	Debra Lee			2004.0	MAR.OQ
19	63.0	Independent Director	Aylwin Lewis			2016.0	MAR.OQ
20	66.0	Independent Director	George Munoz			2002.0	MAR.OQ
21	70.0	Independent Director	Steven Reinemund			2007.0	MAR.OQ
22	63.0	Independent Director	Susan Schwab			2015.0	MAR.OQ
0	66.0	Independent Chairman of the Board	H. Edward Hanway			2016.0	MMC.N
1	57.0	President, Chief Executive Officer, Director	Daniel Glaser			2013.0	MMC.N
2	50.0	Chief Financial Officer	Mark McGivney			2016.0	MMC.N
3	54.0	Chief Executive Officer, President - Marsh LLC	John Doyle			2017.0	MMC.N
4	62.0	President and Chief Executive Officer - Guy Carpenter	Peter Hearn				MMC.N
5	51.0	President, Chief Executive Officer of Oliver Wyman Group	Scott McDonald			2014.0	MMC.N
6	59.0	President and Chief Executive Officer of Mercer	Julio Portalatin			2012.0	MMC.N
7	60.0	Chief Human Resource Officer, Senior Vice President	Laurie Ledford			2012.0	MMC.N
8	56.0	Executive Vice President, General Counsel	Peter Beshar			2005.0	MMC.N
9		Senior Vice President, Chief Accounting Officer, Controller	Stacy Mills			2018.0	MMC.N
10	62.0	Senior Vice President, Chief Information Officer	E. Scott Gilbert			2015.0	MMC.N
11		Deputy General Counsel, Corporate Secretary and Chief Compliance Officer	Katherine Brennan			2017.0	MMC.N
12	62.0	Independent Director	Anthony Anderson			2016.0	MMC.N
13	69.0	Independent Director	Oscar Fanjul Martin			2001.0	MMC.N
14	63.0	Independent Director	Deborah Hopkins			2017.0	MMC.N
15	68.0	Independent Director	Elaine La Roche			2012.0	MMC.N
16	66.0	Independent Director	Steven Mills			2011.0	MMC.N
17	67.0	Independent Director	Bruce Nolop			2008.0	MMC.N
18	71.0	Independent Director	Marc Oken			2006.0	MMC.N
19	64.0	Independent Director	Morton Schapiro			2002.0	MMC.N
20	57.0	Independent Director	Lloyd Yates			2011.0	MMC.N
21	70.0	Independent Director	Robert Yost			2012.0	MMC.N
0	64.0	Chairman of the Board, Chief Executive Officer	Gary Heminger			2017.0	MPC.N
1	54.0	President	Donald Templin			2017.0	MPC.N
2	48.0	Chief Financial Officer, Senior Vice President	Timothy Griffith			2015.0	MPC.N
3	64.0	President- Speedway LLC	Anthony Kenney			2011.0	MPC.N
4	57.0	Senior Vice President - Refining	Raymond Brooks			2016.0	MPC.N
5	64.0	Senior Vice President - Supply, Distribution & Planning	C. Michael Palmer			2011.0	MPC.N
6	58.0	Chief Information Officer, Vice President	Donald Wehrly			2016.0	MPC.N
7	51.0	Chief Compliance Officer, Vice President, Corporate Secretary	Molly Benson			2016.0	MPC.N
8	56.0	Vice President - Finance, Treasurer	Thomas Kaczynski			2015.0	MPC.N
9	52.0	Vice President, General Counsel	Suzanne Gagle			2016.0	MPC.N
10	46.0	Vice President, Controller	John Quaid			2014.0	MPC.N
11	54.0	Vice President - Human Resources and Labor Relations	David Sauber			2017.0	MPC.N
12		Vice President - Investor Relations Officer	Kristina Kazarian			2018.0	MPC.N
13		Vice President - Tax	Rick Linhardt			2018.0	MPC.N
14		Vice President - Business Development	Brian Partee			2018.0	MPC.N
15	58.0	Vice President - Environment, Safety and Corporate Affairs	David Whikehart			2016.0	MPC.N
16	73.0	Lead Independent Director	David Daberko			2016.0	MPC.N
17		Director	Edward Galante			2018.0	MPC.N
18		Director	Kim Rucker			2018.0	MPC.N
19	66.0	Director	Frank Semple			2015.0	MPC.N
20		Director	Susan Tomasky			2018.0	MPC.N
